name,title,link
ccc.uaall01,[CCC/UUU/all] Cross-machine Safety Interlock Reference,https://example.com/proc/CCC/UUU/all/01
ccc.uaall02,[CCC/UUU/all] Part-wide Firmware Compatibility Matrix,https://example.com/proc/CCC/UUU/all/02
ccc.uaall03,[CCC/UUU/all] Shared Operator Checklist (All Machine Types),https://example.com/proc/CCC/UUU/all/03
ccc.uaall04,[CCC/UUU/all] Global Parameter Export and Import Guide,https://example.com/proc/CCC/UUU/all/04
ccc.uaall05,[CCC/UUU/all] Unified Alarm Code Master List,https://example.com/proc/CCC/UUU/all/05
ccc.uaall06,[CCC/UUU/all] Multi-tool Preventive Maintenance Schedule,https://example.com/proc/CCC/UUU/all/06
ccc.uaall07,[CCC/UUU/all] Standard Naming Convention for Procedures,https://example.com/proc/CCC/UUU/all/07
ccc.uaall08,[CCC/UUU/all] Part Release Notes and Change Log Index,https://example.com/proc/CCC/UUU/all/08
ccc.uaall09,[CCC/UUU/all] Fleet-wide Configuration Backup Procedure,https://example.com/proc/CCC/UUU/all/09
ccc.uaall10,[CCC/UUU/all] All-machine Diagnostic Data Collection Runbook,https://example.com/proc/CCC/UUU/all/10
ccc.uaall11,[CCC/UUU/all] 한글 공통 절차 — 전 config 적용 가이드,https://example.com/proc/CCC/UUU/all/11
ccc.uaall12,[CCC/UUU/all] Training bundle — no MAP mapping (part-all only),https://example.com/proc/CCC/UUU/all/12
ccc.uaall13,[CCC/UUU/all] Legacy migration checklist (deprecated paths),https://example.com/proc/CCC/UUU/all/13
ccc.uaall14,[CCC/UUU/all] Quarterly audit template for all machines,https://example.com/proc/CCC/UUU/all/14
ccc.uaall15,[CCC/UUU/all] Shared spare-parts and consumables index,https://example.com/proc/CCC/UUU/all/15
